Instrument,Duration Minutes,Term
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1416.0,Short Term (<1 Day)
EUR/USD,1418.0,Short Term (<1 Day)
EUR/USD,1418.0,Short Term (<1 Day)
EUR/USD,1418.0,Short Term (<1 Day)
EUR/USD,1418.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1379.0,Short Term (<1 Day)
EUR/USD,1377.0,Short Term (<1 Day)
EUR/USD,1378.0,Short Term (<1 Day)
EUR/USD,1378.0,Short Term (<1 Day)
EUR/USD,1378.0,Short Term (<1 Day)
EUR/USD,1366.0,Short Term (<1 Day)
EUR/USD,1366.0,Short Term (<1 Day)
EUR/USD,1366.0,Short Term (<1 Day)
EUR/USD,1371.0,Short Term (<1 Day)
EUR/USD,1371.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1372.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,1019.0,Short Term (<1 Day)
EUR/USD,1019.0,Short Term (<1 Day)
EUR/USD,1019.0,Short Term (<1 Day)
EUR/USD,1019.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1017.0,Short Term (<1 Day)
EUR/USD,1018.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,350.0,Short Term (<1 Day)
EUR/USD,351.0,Short Term (<1 Day)
EUR/USD,351.0,Short Term (<1 Day)
EUR/USD,351.0,Short Term (<1 Day)
EUR/USD,351.0,Short Term (<1 Day)
EUR/USD,361.0,Short Term (<1 Day)
EUR/USD,361.0,Short Term (<1 Day)
EUR/USD,361.0,Short Term (<1 Day)
EUR/USD,361.0,Short Term (<1 Day)
EUR/USD,361.0,Short Term (<1 Day)
EUR/USD,361.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,625.0,Short Term (<1 Day)
EUR/USD,625.0,Short Term (<1 Day)
EUR/USD,625.0,Short Term (<1 Day)
EUR/USD,625.0,Short Term (<1 Day)
EUR/USD,625.0,Short Term (<1 Day)
EUR/USD,625.0,Short Term (<1 Day)
EUR/USD,4416.0,Long Term (>1 Day)
EUR/USD,4416.0,Long Term (>1 Day)
EUR/USD,4416.0,Long Term (>1 Day)
EUR/USD,4160.0,Long Term (>1 Day)
EUR/USD,4160.0,Long Term (>1 Day)
EUR/USD,4160.0,Long Term (>1 Day)
EUR/USD,4160.0,Long Term (>1 Day)
EUR/USD,4151.0,Long Term (>1 Day)
EUR/USD,4152.0,Long Term (>1 Day)
EUR/USD,4152.0,Long Term (>1 Day)
EUR/USD,4152.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3927.0,Long Term (>1 Day)
EUR/USD,3928.0,Long Term (>1 Day)
EUR/USD,3928.0,Long Term (>1 Day)
EUR/USD,3928.0,Long Term (>1 Day)
EUR/USD,3928.0,Long Term (>1 Day)
EUR/USD,3929.0,Long Term (>1 Day)
EUR/USD,3929.0,Long Term (>1 Day)
EUR/USD,3929.0,Long Term (>1 Day)
EUR/USD,3795.0,Long Term (>1 Day)
EUR/USD,3795.0,Long Term (>1 Day)
EUR/USD,3795.0,Long Term (>1 Day)
EUR/USD,3795.0,Long Term (>1 Day)
EUR/USD,3796.0,Long Term (>1 Day)
EUR/USD,3796.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3797.0,Long Term (>1 Day)
EUR/USD,3798.0,Long Term (>1 Day)
EUR/USD,3798.0,Long Term (>1 Day)
EUR/USD,3798.0,Long Term (>1 Day)
EUR/USD,4242.0,Long Term (>1 Day)
EUR/USD,4242.0,Long Term (>1 Day)
EUR/USD,4242.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4243.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4244.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4245.0,Long Term (>1 Day)
EUR/USD,4246.0,Long Term (>1 Day)
EUR/USD,4246.0,Long Term (>1 Day)
EUR/USD,4246.0,Long Term (>1 Day)
EUR/USD,4246.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4249.0,Long Term (>1 Day)
EUR/USD,4250.0,Long Term (>1 Day)
EUR/USD,4250.0,Long Term (>1 Day)
EUR/USD,4251.0,Long Term (>1 Day)
EUR/USD,4251.0,Long Term (>1 Day)
EUR/USD,4251.0,Long Term (>1 Day)
EUR/USD,4251.0,Long Term (>1 Day)
EUR/USD,4252.0,Long Term (>1 Day)
EUR/USD,4252.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4254.0,Long Term (>1 Day)
EUR/USD,4261.0,Long Term (>1 Day)
EUR/USD,4261.0,Long Term (>1 Day)
EUR/USD,4261.0,Long Term (>1 Day)
EUR/USD,4261.0,Long Term (>1 Day)
EUR/USD,4261.0,Long Term (>1 Day)
EUR/USD,4261.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4262.0,Long Term (>1 Day)
EUR/USD,4263.0,Long Term (>1 Day)
EUR/USD,4263.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4264.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4265.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4266.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,4277.0,Long Term (>1 Day)
EUR/USD,470.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,471.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,475.0,Short Term (<1 Day)
EUR/USD,473.0,Short Term (<1 Day)
EUR/USD,473.0,Short Term (<1 Day)
EUR/USD,473.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,474.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,477.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,478.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,388.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,389.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,390.0,Short Term (<1 Day)
EUR/USD,391.0,Short Term (<1 Day)
EUR/USD,392.0,Short Term (<1 Day)
EUR/USD,392.0,Short Term (<1 Day)
EUR/USD,392.0,Short Term (<1 Day)
EUR/USD,392.0,Short Term (<1 Day)
EUR/USD,392.0,Short Term (<1 Day)
EUR/USD,382.0,Short Term (<1 Day)
EUR/USD,382.0,Short Term (<1 Day)
EUR/USD,382.0,Short Term (<1 Day)
EUR/USD,382.0,Short Term (<1 Day)
EUR/USD,382.0,Short Term (<1 Day)
EUR/USD,383.0,Short Term (<1 Day)
EUR/USD,383.0,Short Term (<1 Day)
EUR/USD,383.0,Short Term (<1 Day)
EUR/USD,383.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,394.0,Short Term (<1 Day)
EUR/USD,395.0,Short Term (<1 Day)
EUR/USD,395.0,Short Term (<1 Day)
EUR/USD,395.0,Short Term (<1 Day)
EUR/USD,395.0,Short Term (<1 Day)
EUR/USD,395.0,Short Term (<1 Day)
EUR/USD,395.0,Short Term (<1 Day)
EUR/USD,396.0,Short Term (<1 Day)
EUR/USD,376.0,Short Term (<1 Day)
EUR/USD,282.0,Short Term (<1 Day)
EUR/USD,282.0,Short Term (<1 Day)
EUR/USD,285.0,Short Term (<1 Day)
EUR/USD,285.0,Short Term (<1 Day)
EUR/USD,285.0,Short Term (<1 Day)
EUR/USD,285.0,Short Term (<1 Day)
EUR/USD,285.0,Short Term (<1 Day)
EUR/USD,285.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,286.0,Short Term (<1 Day)
EUR/USD,289.0,Short Term (<1 Day)
EUR/USD,288.0,Short Term (<1 Day)
EUR/USD,288.0,Short Term (<1 Day)
EUR/USD,288.0,Short Term (<1 Day)
EUR/USD,288.0,Short Term (<1 Day)
EUR/USD,288.0,Short Term (<1 Day)
EUR/USD,288.0,Short Term (<1 Day)
EUR/USD,250.0,Short Term (<1 Day)
EUR/USD,250.0,Short Term (<1 Day)
EUR/USD,250.0,Short Term (<1 Day)
EUR/USD,250.0,Short Term (<1 Day)
EUR/USD,11.0,Short Term (<1 Day)
EUR/USD,11.0,Short Term (<1 Day)
EUR/USD,11.0,Short Term (<1 Day)
EUR/USD,12.0,Short Term (<1 Day)
EUR/USD,12.0,Short Term (<1 Day)
EUR/USD,12.0,Short Term (<1 Day)
EUR/USD,12.0,Short Term (<1 Day)
EUR/USD,12.0,Short Term (<1 Day)
EUR/USD,12.0,Short Term (<1 Day)
EUR/USD,21.0,Short Term (<1 Day)
EUR/USD,21.0,Short Term (<1 Day)
EUR/USD,21.0,Short Term (<1 Day)
EUR/USD,20.0,Short Term (<1 Day)
EUR/USD,21.0,Short Term (<1 Day)
EUR/USD,21.0,Short Term (<1 Day)
EUR/USD,22.0,Short Term (<1 Day)
EUR/USD,22.0,Short Term (<1 Day)
EUR/USD,23.0,Short Term (<1 Day)
EUR/USD,23.0,Short Term (<1 Day)
EUR/USD,24.0,Short Term (<1 Day)
EUR/USD,24.0,Short Term (<1 Day)
EUR/USD,26.0,Short Term (<1 Day)
EUR/USD,26.0,Short Term (<1 Day)
EUR/USD,27.0,Short Term (<1 Day)
EUR/USD,27.0,Short Term (<1 Day)
EUR/USD,28.0,Short Term (<1 Day)
EUR/USD,28.0,Short Term (<1 Day)
EUR/USD,28.0,Short Term (<1 Day)
EUR/USD,28.0,Short Term (<1 Day)
EUR/USD,3053.0,Long Term (>1 Day)
EUR/USD,3053.0,Long Term (>1 Day)
EUR/USD,3053.0,Long Term (>1 Day)
EUR/USD,2171.0,Long Term (>1 Day)
EUR/USD,727.0,Short Term (<1 Day)
EUR/USD,727.0,Short Term (<1 Day)
EUR/USD,727.0,Short Term (<1 Day)
EUR/USD,279.0,Short Term (<1 Day)
EUR/USD,279.0,Short Term (<1 Day)
EUR/USD,279.0,Short Term (<1 Day)
EUR/USD,279.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,119.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
EUR/USD,117.0,Short Term (<1 Day)
